Timestamp,ObstacleType,X,Y,Z
2026-03-02 12:46:03,Stairs,-0.4494176,1.41,-1.403505
2026-03-02 12:46:05,Stairs,0.07815494,1.41,-1.0
2026-03-02 12:46:07,Stairs,0.07815495,1.41,-1.0
2026-03-02 12:46:09,Stairs,0.07815495,1.41,-1.0
